age,fnlwgt,education,educational-num,race,gender,capital-gain,capital-loss,hours-per-week,income,workclass,marital-status,occupation,native-country,relationship
35,245090,8,9,White,Male,0,0,40,0,4,2,3,26,4
51,256963,12,10,White,Male,0,0,60,0,6,2,12,39,4
19,160033,12,10,White,Female,0,0,30,0,4,4,11,39,5
38,289430,8,9,White,Male,0,0,56,0,2,0,11,39,1
52,305053,8,9,White,Male,0,2051,40,0,2,2,3,39,4
70,172370,9,15,White,Male,0,0,25,0,6,2,10,39,4
53,320510,5,6,White,Male,0,0,40,0,4,0,3,39,1
59,171355,15,16,White,Male,0,0,40,1,4,2,4,39,4
39,65027,12,10,White,Male,0,0,43,0,4,2,14,39,4
18,215190,7,8,White,Female,0,0,20,0,4,4,12,39,5
41,149385,8,9,White,Female,0,0,30,0,0,4,0,39,1
19,169324,12,10,White,Male,0,0,10,0,0,4,0,39,5
24,138938,12,10,White,Female,0,0,40,0,4,0,1,39,1
25,557082,8,9,White,Female,0,0,38,0,4,4,1,39,1
32,273287,12,10,Black,Male,0,0,40,0,4,4,4,23,1
34,77209,8,9,White,Male,0,1902,60,1,6,2,12,39,4
35,317153,8,9,White,Female,0,0,40,0,4,4,12,39,1
50,95469,8,9,White,Male,7298,0,45,1,4,2,1,39,4
18,302859,8,9,White,Male,0,0,20,0,4,4,12,39,5
37,333651,8,9,White,Male,0,0,42,0,4,4,1,39,1
30,177596,12,10,White,Female,0,0,36,0,4,4,8,39,2
40,157240,14,14,White,Female,15024,0,30,1,5,2,4,20,3
22,184779,8,9,White,Female,0,0,40,0,4,4,10,39,1
50,138358,12,10,Black,Female,0,0,28,0,2,5,8,39,2
70,176285,8,9,White,Female,0,0,23,0,4,0,8,39,1
43,102180,14,14,White,Male,0,0,40,1,4,2,10,39,4
77,209507,12,10,White,Male,0,0,40,0,6,4,3,39,1
30,229741,8,9,White,Male,0,0,40,0,6,2,3,39,4
33,324546,12,10,White,Male,0,0,39,0,4,2,7,39,4
51,337195,12,10,White,Male,0,1902,50,1,4,2,12,39,4
58,194068,14,14,White,Male,0,1977,50,1,7,2,10,39,4
22,250647,12,10,White,Male,0,0,12,0,4,4,1,39,5
33,477106,8,9,Black,Male,0,0,40,0,4,2,14,39,4
27,104329,6,7,White,Male,0,0,40,0,4,2,12,39,4
35,224566,12,10,White,Male,0,0,60,0,4,4,4,39,1
32,169841,12,10,White,Female,0,0,55,0,4,0,12,39,1
41,42563,13,13,White,Female,0,0,25,1,4,2,13,39,3
37,31368,12,10,White,Male,0,0,40,0,4,2,3,39,4
17,132755,6,7,White,Male,0,0,15,0,4,4,12,39,5
50,279129,13,13,White,Male,0,0,55,1,4,0,4,39,1
31,86143,8,9,Asian-Pac-Islander,Male,0,0,40,0,0,2,0,30,4
54,44172,8,9,White,Female,0,0,38,0,7,5,4,39,2
23,93076,8,9,Black,Male,0,0,40,0,7,4,8,39,5
40,146653,13,13,White,Female,0,0,20,0,4,0,1,39,2
29,221366,13,13,White,Male,5013,0,40,0,4,2,10,11,4
38,189404,8,9,White,Male,0,0,35,0,4,3,8,0,1
30,172304,11,11,White,Male,0,0,55,0,4,2,4,39,4
20,116666,12,10,Asian-Pac-Islander,Male,0,0,8,0,4,4,12,19,5
43,64112,12,10,White,Male,0,0,50,0,6,2,5,39,4
25,55718,12,10,White,Male,0,0,25,0,4,4,13,39,5
39,126675,14,14,White,Male,0,0,50,1,4,2,12,39,4
48,102112,10,12,White,Male,0,0,50,1,4,2,10,39,4
41,226505,8,9,White,Female,0,0,40,0,6,0,8,39,2
24,211527,13,13,White,Male,0,0,30,0,4,4,1,39,1
20,175069,12,10,White,Male,0,0,40,0,4,4,1,41,5
25,25249,12,10,White,Female,0,0,40,0,4,4,1,39,1
57,73411,12,10,White,Male,0,0,40,1,4,2,3,39,4
39,207185,12,10,White,Female,0,0,35,1,4,2,4,33,3
66,127139,13,13,White,Male,0,0,40,1,4,2,10,39,4
34,41809,12,10,White,Female,0,0,40,0,4,0,1,39,2
36,297449,13,13,White,Male,14084,0,40,1,4,0,10,39,1
46,141483,8,9,White,Female,0,0,40,0,4,2,12,39,3
42,117227,14,14,White,Female,0,0,45,0,2,0,10,39,2
46,377401,8,9,White,Male,0,1902,70,1,4,2,14,2,4
34,167063,8,9,White,Male,0,0,40,0,2,4,11,39,5
43,253759,12,10,Black,Female,0,0,40,0,4,2,13,39,3
42,183096,12,10,White,Female,0,0,40,0,4,0,4,39,5
31,269654,13,13,White,Male,0,0,48,0,4,4,12,39,1
70,293076,12,10,White,Male,0,0,30,0,0,2,0,39,4
32,34104,12,10,White,Male,0,0,40,0,4,2,4,39,4
46,80057,8,9,White,Male,0,0,40,1,1,2,1,11,4
42,369781,3,4,White,Male,0,0,25,0,5,0,3,39,2
21,223811,11,11,White,Male,0,0,40,0,4,4,4,39,5
24,163053,13,13,White,Female,0,0,40,0,4,4,12,39,1
23,189461,8,9,White,Male,0,0,55,0,4,4,12,39,0
50,145166,14,14,White,Male,7298,0,40,1,2,2,10,39,4
37,86310,12,10,White,Female,0,0,45,0,4,0,1,39,2
19,263224,6,7,White,Female,0,0,30,0,0,4,0,39,2
44,280362,10,12,White,Male,0,0,40,1,1,2,3,39,4
29,301031,8,9,Black,Male,0,0,40,0,4,2,14,39,4
30,74966,11,11,White,Female,0,0,24,0,4,2,1,39,3
36,254493,12,10,White,Male,0,0,44,0,4,2,12,39,4
49,204241,13,13,White,Male,0,0,45,0,6,4,12,39,1
29,225024,8,9,White,Male,0,0,40,0,4,0,3,39,1
45,148222,8,9,Black,Female,0,0,40,0,2,4,1,39,1
75,113868,15,16,Black,Male,0,0,20,1,7,2,10,39,4
42,132633,8,9,White,Female,0,0,40,0,4,4,9,0,1
37,44780,10,12,White,Female,0,0,40,0,4,0,4,39,1
51,86373,13,13,White,Male,0,0,25,0,4,2,7,39,4
61,176753,8,9,White,Male,0,0,48,0,2,2,5,39,4
33,164707,10,12,White,Female,2174,0,55,0,4,4,4,0,2
50,370733,8,9,Black,Male,0,0,40,0,2,2,1,39,4
59,216851,8,9,White,Male,0,0,40,0,4,4,7,39,1
25,137951,8,9,White,Female,0,0,30,0,4,4,1,39,2
22,185279,8,9,White,Male,0,0,16,0,4,4,6,39,5
56,159724,12,10,White,Male,0,0,40,1,4,2,14,39,4
44,103233,13,13,Black,Female,0,0,40,0,4,4,1,39,2
35,63509,11,11,White,Male,0,0,50,0,4,2,3,39,4
57,174353,8,9,White,Male,0,0,40,0,4,4,4,39,1
47,168109,8,9,White,Male,15024,0,50,1,6,2,5,39,4
27,159724,13,13,White,Female,0,0,40,0,4,4,4,39,1
50,105010,8,9,White,Male,0,2051,20,0,6,2,5,39,4
30,179112,13,13,Black,Male,0,0,40,0,4,4,10,0,5
46,364913,6,7,Black,Male,0,0,40,0,4,2,14,39,4
48,155664,9,15,White,Male,0,0,60,1,5,2,10,39,4
61,230568,13,13,White,Male,0,0,40,1,4,0,1,39,1
33,86492,8,9,White,Male,0,0,87,0,4,4,14,39,1
40,71305,8,9,Black,Male,0,0,40,0,4,2,8,39,4
58,189933,12,10,White,Male,0,0,65,1,5,2,4,39,4
46,191978,14,14,White,Male,0,2392,50,1,5,2,4,39,4
35,38948,12,10,White,Male,0,0,40,1,4,2,10,39,4
51,139127,12,10,White,Female,0,0,50,0,5,0,4,39,2
37,301568,7,8,White,Female,0,0,40,0,4,4,8,39,5
64,149044,14,14,Asian-Pac-Islander,Male,0,2057,60,0,4,2,10,3,4
41,197344,8,9,White,Male,0,0,54,0,4,4,3,39,1
18,32244,6,7,White,Male,594,0,30,0,4,4,6,39,5
44,315406,6,7,White,Male,0,0,88,0,6,2,5,39,4
41,47170,13,13,Amer-Indian-Eskimo,Female,0,0,48,1,7,2,10,39,3
33,208785,12,10,White,Male,10520,0,40,1,7,5,10,39,1
37,196338,4,5,White,Female,0,0,16,0,4,5,9,26,2
34,269243,12,10,White,Female,0,0,40,0,4,4,1,39,5
24,215115,13,13,White,Female,0,0,40,0,1,4,13,0,5
20,117767,12,10,White,Male,0,0,40,0,4,4,6,39,5
38,176101,13,13,White,Male,0,0,40,0,4,2,4,39,4
28,138283,11,11,White,Female,0,0,40,0,4,4,8,39,1
20,132320,8,9,White,Male,0,0,45,0,6,4,14,39,5
22,471452,13,13,White,Male,0,0,8,0,1,4,13,39,5
55,147653,13,13,White,Female,0,0,73,0,4,0,1,39,2
20,49179,12,10,White,Male,0,0,35,0,4,4,10,39,1
26,174921,13,13,White,Female,0,0,40,0,4,4,10,39,1
20,95997,8,9,White,Male,0,0,70,0,5,4,5,39,5
40,247245,4,5,White,Female,0,0,40,0,4,0,8,39,1
33,67072,8,9,White,Male,0,0,50,1,4,2,12,39,4
54,95329,12,10,White,Male,0,0,50,0,0,0,0,39,5
24,107882,8,9,White,Female,0,0,40,0,4,4,12,39,1
25,241825,12,10,White,Male,0,0,46,0,4,4,4,39,5
18,79443,6,7,White,Male,0,0,8,0,4,4,8,39,5
49,233059,8,9,White,Male,0,0,60,0,6,2,3,39,4
17,226980,7,8,White,Male,0,0,17,0,4,4,6,39,5
34,181087,11,11,White,Male,0,0,45,0,6,2,3,39,4
37,305597,13,13,White,Male,0,0,45,1,4,2,10,39,4
49,311671,12,10,White,Male,0,0,40,1,1,2,4,39,4
74,129879,8,9,White,Female,15831,0,40,1,4,6,1,39,1
37,83375,8,9,White,Male,0,0,40,0,4,0,5,39,1
20,115824,6,7,White,Male,0,1573,40,0,4,2,6,39,4
40,141657,8,9,White,Female,0,0,35,1,4,2,4,39,3
34,50276,13,13,White,Male,27828,0,40,1,4,4,12,39,1
30,177216,9,15,Black,Male,0,1740,40,0,4,2,10,14,4
44,228057,8,9,White,Female,0,0,40,0,4,5,1,33,1
40,222848,5,6,Black,Female,0,0,32,0,4,2,8,39,3
58,121111,8,9,White,Female,0,0,40,0,4,2,12,12,3
44,298885,8,9,White,Male,0,0,40,0,4,2,3,39,4
42,149909,12,10,White,Male,0,0,25,1,4,2,12,39,4
39,387430,8,9,White,Male,0,0,18,0,4,4,8,39,1
19,121972,8,9,Black,Male,0,0,40,0,4,4,8,39,5
41,280167,14,14,White,Male,15024,0,70,1,4,2,4,39,4
29,191355,14,14,White,Male,0,0,40,0,7,4,10,39,1
34,112115,12,10,White,Male,0,0,40,0,1,4,3,39,0
38,104094,12,10,White,Male,0,0,15,0,0,2,0,39,4
27,211032,0,1,White,Male,41310,0,24,0,4,2,5,26,0
54,199307,12,10,White,Female,0,0,48,0,4,0,3,39,2
40,205175,8,9,Black,Female,0,0,37,0,4,6,7,39,2
19,257750,12,10,White,Female,0,0,25,0,4,4,12,39,0
17,191260,6,7,White,Male,594,0,10,0,4,4,8,39,5
33,342730,12,10,White,Male,0,0,52,0,4,2,12,39,4
80,249983,3,4,White,Female,0,0,24,0,4,6,8,39,1
24,161508,8,9,White,Male,0,0,50,0,6,4,3,39,5
28,338376,13,13,White,Male,0,0,40,0,4,4,10,39,5
55,334308,8,9,White,Female,0,0,30,1,4,2,4,39,3
21,133471,12,10,White,Male,0,0,40,0,4,4,4,39,5
51,129177,8,9,White,Female,0,0,38,0,4,0,1,39,1
19,178811,8,9,Black,Female,0,0,40,0,4,4,7,39,5
42,178537,8,9,White,Female,0,0,24,0,4,4,8,39,1
60,235535,8,9,White,Male,0,0,48,0,6,2,4,39,4
20,298155,12,10,Black,Female,0,0,40,0,0,4,0,39,5
51,145114,8,9,White,Female,0,0,40,0,4,0,1,39,1
21,194096,12,10,White,Female,0,0,40,0,4,4,8,39,5
37,191779,12,10,White,Male,0,0,40,0,7,2,3,39,4
26,159732,8,9,White,Male,0,0,52,0,4,4,7,39,1
42,170230,14,14,White,Female,14084,0,60,1,1,4,4,39,1
40,104719,12,10,White,Male,0,0,40,0,4,2,6,39,4
55,163083,14,14,White,Male,0,0,40,1,4,2,10,39,4
33,403552,8,9,Black,Male,0,0,32,0,4,4,8,39,1
62,218009,8,9,White,Male,0,1977,60,1,4,2,14,39,4
47,179313,5,6,White,Female,0,0,30,0,4,0,12,39,2
26,51961,7,8,Black,Male,0,0,51,0,4,4,12,39,0
59,426001,8,9,White,Female,0,0,20,0,4,3,1,33,2
70,176493,12,10,White,Female,0,0,17,0,2,6,1,39,1
26,124068,12,10,White,Female,0,0,20,0,4,4,1,39,1
47,108510,5,6,White,Male,0,0,65,0,4,2,12,39,4
25,181528,14,14,White,Female,0,0,43,0,4,4,4,39,1
52,173754,9,15,White,Male,15024,0,60,1,5,2,10,39,4
46,169699,8,9,White,Male,0,0,40,0,4,2,3,39,4
67,126849,5,6,Amer-Indian-Eskimo,Male,0,0,20,0,4,2,14,39,4
34,204470,14,14,White,Male,0,0,50,1,4,2,4,39,4
53,116367,12,10,White,Female,4650,0,40,0,7,0,1,39,0
22,117363,13,13,White,Female,0,0,35,0,4,4,1,39,1
39,106297,8,9,White,Male,0,0,42,0,2,0,1,39,5
54,108933,8,9,White,Male,0,0,35,0,6,2,3,39,4
24,190143,13,13,White,Male,0,0,40,0,4,2,12,39,4
37,246677,8,9,White,Female,0,0,38,0,4,5,10,39,2
38,175360,5,6,White,Male,0,2559,90,1,4,4,10,39,1
41,210259,14,14,Black,Female,0,0,40,0,2,4,10,39,1
36,166304,8,9,White,Male,0,0,33,0,4,2,14,39,4
43,303051,11,11,White,Male,15024,0,40,1,4,2,4,39,4
39,49308,13,13,White,Male,0,0,40,0,4,0,10,39,1
26,192262,13,13,White,Male,0,0,45,0,4,4,12,39,5
49,192349,14,14,White,Female,4650,0,40,0,2,4,10,39,1
37,48063,13,13,White,Male,0,0,55,1,6,2,10,39,4
43,170214,12,10,White,Male,0,0,50,1,4,2,4,39,4
54,51048,8,9,White,Male,0,0,40,1,1,2,10,39,4
53,246562,2,3,White,Male,0,0,40,1,5,2,12,26,4
57,215175,14,14,White,Male,0,0,60,0,2,2,10,39,4
28,114967,13,13,White,Male,0,0,40,1,4,2,10,39,4
29,464536,13,13,White,Male,0,0,40,0,4,2,8,39,4
21,451996,8,9,White,Male,0,0,40,0,4,4,12,39,5
51,138852,8,9,White,Male,0,0,40,0,4,2,3,39,4
46,353012,8,9,White,Male,0,0,40,0,7,2,14,39,4
50,321822,9,15,White,Male,0,0,75,1,5,2,10,39,4
50,324506,8,9,Asian-Pac-Islander,Female,0,0,48,0,6,6,4,35,2
36,162256,8,9,White,Female,0,0,40,0,4,0,4,39,2
31,356689,13,13,White,Male,0,0,40,0,2,2,10,39,4
20,260199,8,9,White,Female,0,0,10,0,4,4,1,39,5
36,103605,8,9,White,Male,0,0,40,0,4,2,6,39,4
38,316211,8,9,White,Male,0,0,40,0,4,0,3,39,5
37,308691,13,13,White,Male,0,0,45,1,4,2,3,39,4
39,194404,14,14,White,Male,7688,0,40,1,4,2,10,39,4
18,334427,5,6,White,Male,0,0,36,0,4,4,5,39,5
33,213226,8,9,White,Male,0,0,50,0,4,0,12,39,1
35,342824,8,9,White,Female,1151,0,40,0,4,4,13,39,1
23,33105,12,10,Amer-Indian-Eskimo,Male,0,0,40,0,4,4,6,39,5
37,147638,13,13,Asian-Pac-Islander,Female,0,0,36,0,4,5,8,30,2
25,315643,8,9,White,Male,0,0,30,0,4,2,8,39,4
51,106257,10,12,Black,Male,0,0,40,0,1,2,13,39,4
35,342768,8,9,White,Male,0,0,40,0,4,2,3,39,4
54,108960,6,7,White,Male,0,0,40,0,4,2,7,39,4
66,168071,8,9,White,Male,0,0,30,0,0,2,0,39,4
32,136935,8,9,Black,Female,0,0,13,0,4,4,8,39,2
37,188774,13,13,White,Male,0,0,55,1,6,4,11,39,1
29,280344,13,13,White,Male,0,0,40,1,4,2,12,39,4
45,202496,13,13,White,Male,0,0,37,0,4,2,6,39,4
61,134768,12,10,White,Male,0,0,40,0,5,2,12,39,4
40,175686,12,10,White,Female,0,0,40,0,4,0,1,39,2
24,194748,8,9,White,Female,0,0,49,0,4,4,14,39,1
49,61307,3,4,Other,Male,0,0,38,0,4,2,7,39,4
51,165001,14,14,White,Male,25236,0,50,1,6,0,4,39,2
34,325658,8,9,White,Male,0,0,40,0,4,2,14,39,4
28,201844,8,9,White,Female,0,0,40,0,0,5,0,26,2
20,505980,12,10,White,Male,0,0,40,0,4,4,12,39,5
30,185336,12,10,Black,Female,0,0,37,0,4,0,1,39,2
49,362795,14,14,White,Male,99999,0,80,1,5,0,10,26,2
26,126829,12,10,White,Male,0,0,40,0,4,4,12,39,1
63,264600,5,6,White,Male,0,0,45,0,4,2,1,39,4
36,82743,10,12,White,Male,0,0,55,0,4,4,14,20,1
63,125178,13,13,White,Male,0,0,40,1,6,2,10,39,4
22,128487,8,9,White,Female,0,0,10,0,4,4,1,39,1
40,321758,8,9,White,Male,0,0,40,1,4,2,12,39,4
31,128220,3,4,White,Female,0,0,35,0,4,6,1,39,1
49,176814,12,10,White,Male,0,0,50,0,4,2,3,2,4
35,188069,14,14,White,Male,13550,0,55,1,4,4,10,0,1
23,156423,13,13,White,Female,0,0,20,0,7,4,10,39,5
25,169905,11,11,White,Male,27828,0,40,1,4,4,12,39,1
34,157289,8,9,White,Male,0,0,40,0,0,2,0,39,4
28,176972,13,13,White,Male,0,0,45,1,4,2,3,39,4
44,171424,12,10,White,Male,0,2205,35,0,6,0,7,39,1
33,91811,8,9,White,Male,0,0,40,0,4,5,14,39,1
21,203924,12,10,White,Male,2597,0,45,0,4,4,1,39,1
55,177484,6,7,Black,Male,0,1672,40,0,4,2,8,39,4
17,454614,6,7,White,Female,0,0,8,0,0,4,0,39,5
75,242108,8,9,White,Male,2346,0,15,0,6,0,12,39,1
61,132972,4,5,Black,Female,0,0,40,0,4,4,7,39,2
53,157947,8,9,White,Female,0,0,40,0,4,0,1,39,1
26,177482,10,12,White,Male,0,0,45,1,2,2,11,39,4
48,246891,12,10,White,Male,0,0,50,1,4,6,12,39,2
28,158834,14,14,White,Male,0,0,50,1,7,2,4,39,4
30,203834,13,13,Asian-Pac-Islander,Female,0,0,50,0,0,4,0,36,1
29,110442,8,9,White,Male,0,0,45,0,4,2,6,39,4
25,240676,12,10,White,Female,0,0,40,0,4,0,13,39,5
37,192939,8,9,White,Male,0,0,40,0,4,2,14,39,4
43,260696,13,13,White,Female,0,0,55,0,2,0,10,39,2
40,55363,8,9,White,Male,0,0,40,0,2,2,14,39,4
34,144949,5,6,White,Male,0,0,45,1,4,2,3,39,4
55,116878,15,16,White,Male,15024,0,30,1,4,2,10,39,4
31,357954,10,12,White,Male,0,0,20,0,2,4,13,39,1
21,170038,12,10,White,Female,0,0,40,0,0,4,0,39,5
32,190290,8,9,White,Male,0,0,40,0,6,2,5,22,4
26,203279,9,15,Asian-Pac-Islander,Male,2463,0,50,0,7,4,10,19,1
26,167761,13,13,White,Male,0,0,50,1,4,2,10,39,4
44,138845,12,10,White,Male,0,0,40,0,4,2,14,39,4
49,144844,8,9,White,Male,0,0,52,1,4,2,14,39,4
21,161930,8,9,Black,Female,0,1504,30,0,0,4,0,39,5
26,55743,8,9,Black,Female,0,0,30,0,4,4,1,39,2
40,117721,8,9,White,Male,0,0,60,0,6,2,5,39,4
19,116385,6,7,White,Female,0,0,40,0,6,4,1,39,1
58,301867,8,9,White,Male,0,0,40,0,4,2,5,39,4
61,238913,11,11,White,Male,0,0,40,1,4,2,13,39,4
28,123983,12,10,Asian-Pac-Islander,Male,0,0,63,0,6,2,12,35,5
26,165510,13,13,White,Male,0,0,40,0,4,4,5,39,5
64,183513,8,9,White,Female,0,0,25,0,4,4,1,39,1
42,119281,13,13,White,Male,0,0,60,1,5,2,4,39,4
41,152629,12,10,White,Male,0,0,40,1,4,2,13,39,4
45,110171,8,9,White,Male,0,0,40,0,4,4,6,39,1
39,211440,13,13,White,Male,0,0,50,1,4,2,12,39,4
41,359259,8,9,White,Male,0,0,40,0,2,2,8,39,4
51,125796,6,7,Black,Female,0,0,40,0,4,5,8,23,1
34,39609,11,11,White,Female,0,0,40,0,4,0,1,39,2
33,111567,14,14,White,Male,0,1902,45,1,4,2,4,11,4
23,44064,12,10,White,Male,0,2559,40,1,4,5,8,39,1
35,120066,12,10,Amer-Indian-Eskimo,Male,0,0,60,0,6,2,3,39,4
41,132633,6,7,White,Female,0,0,25,0,4,0,9,13,2
39,192702,14,14,White,Female,0,0,50,0,4,4,3,39,1
41,166813,12,10,White,Male,0,0,55,0,4,2,12,39,4
33,40444,12,10,White,Male,0,0,40,0,5,2,4,39,4
22,290504,8,9,White,Male,0,0,40,0,4,4,8,39,0
25,178505,12,10,White,Female,0,1504,45,0,4,4,4,39,0
25,175370,12,10,White,Female,0,0,40,0,4,0,7,39,5
77,72931,3,4,White,Male,0,0,20,1,6,3,1,22,1
33,234542,11,11,White,Female,0,0,40,0,0,4,0,39,5
66,284021,8,9,White,Female,0,0,40,0,4,6,12,39,1
19,277974,12,10,White,Male,0,0,35,0,4,4,12,39,5
44,111275,8,9,Black,Female,0,0,38,0,4,4,8,39,2
45,191776,14,14,White,Female,25236,0,42,1,5,0,12,39,2
28,125527,12,10,White,Male,0,0,50,0,4,4,12,39,1
19,38294,8,9,White,Male,2597,0,40,0,4,4,6,39,0
43,313022,8,9,Black,Male,4386,0,40,1,4,2,7,39,4
39,179668,13,13,White,Male,15024,0,40,1,4,2,13,39,4
33,198660,13,13,White,Male,0,0,50,0,4,2,12,39,4
44,216116,8,9,Black,Female,0,0,40,0,4,3,8,23,1
62,200922,3,4,White,Female,0,0,40,0,4,6,7,39,1
40,153372,12,10,White,Male,0,0,50,1,4,2,12,39,4
41,406603,8,9,White,Male,0,0,6,0,4,4,8,20,1
23,248344,12,10,Black,Male,0,0,30,0,2,4,8,39,1
48,240629,8,9,White,Male,0,0,40,1,4,2,3,22,4
38,314310,14,14,White,Male,0,0,45,0,4,2,10,39,4
37,259785,14,14,White,Male,0,0,50,1,4,2,4,39,4
45,127111,14,14,White,Male,0,0,55,1,4,2,10,39,4
29,178272,8,9,White,Male,0,0,40,0,4,2,11,39,4
66,75134,8,9,White,Female,0,0,25,0,2,6,1,39,2
19,195985,8,9,White,Female,0,0,50,0,4,4,8,39,1
23,221955,4,5,White,Male,0,0,39,0,4,4,6,26,0
34,177675,13,13,White,Male,0,0,40,1,4,2,13,39,4
39,182828,14,14,White,Female,0,0,45,0,4,4,4,39,1
33,270889,8,9,White,Male,0,0,60,0,6,4,14,39,1
43,183096,12,10,White,Female,0,0,10,0,4,5,12,39,2
27,336951,8,9,White,Male,0,0,99,0,4,2,14,39,4
33,295589,12,10,Black,Male,0,0,35,0,7,5,1,39,5
26,289980,2,3,White,Male,0,0,30,0,4,2,5,26,4
56,70720,14,14,White,Male,27828,0,60,1,5,0,4,39,1
46,163352,8,9,White,Male,0,0,36,0,4,2,12,39,4
38,190776,10,12,White,Female,0,0,40,0,4,0,3,39,2
90,313986,6,7,White,Male,0,0,40,0,4,2,3,39,4
72,473748,12,10,White,Male,0,0,25,1,5,2,4,39,4
20,163003,8,9,Asian-Pac-Islander,Female,0,0,15,0,4,4,1,39,2
29,183061,8,9,Amer-Indian-Eskimo,Male,0,0,48,0,4,2,3,39,4
49,123584,6,7,White,Male,0,0,75,0,4,2,14,39,4
23,120910,8,9,White,Female,0,0,35,0,4,4,8,39,2
20,227554,12,10,Black,Female,0,0,18,0,4,3,12,39,5
57,182677,13,13,Asian-Pac-Islander,Male,4508,0,40,0,4,2,4,35,4
46,214955,10,12,White,Female,0,0,40,0,4,0,10,39,2
33,209768,13,13,White,Male,0,0,40,1,4,2,10,39,4
24,258120,13,13,White,Male,0,0,55,0,4,4,12,23,1
49,110015,11,11,White,Male,0,0,45,0,4,2,3,12,4
54,152652,8,9,White,Male,0,0,65,0,4,2,14,39,4
46,43206,15,16,White,Female,0,1564,50,1,1,4,10,39,1
31,114639,11,11,White,Male,0,0,50,0,6,2,3,39,4
43,221172,9,15,White,Male,0,1977,40,1,5,2,10,39,4
18,128538,12,10,White,Female,0,0,6,0,0,4,0,39,5
19,131615,8,9,White,Male,0,0,40,0,4,4,7,39,5
46,353824,10,12,White,Male,0,0,40,0,4,4,1,39,1
43,178417,13,13,White,Male,0,0,40,0,4,0,10,39,1
58,178644,8,9,White,Male,0,0,40,0,4,6,3,39,2
43,271665,8,9,White,Male,0,0,45,0,6,2,12,39,4
37,223732,12,10,White,Male,0,0,40,0,0,5,0,39,2
21,169003,7,8,Black,Male,0,0,25,0,1,4,1,39,5
52,338816,14,14,White,Male,0,0,70,1,7,4,1,39,1
34,506858,11,11,White,Male,0,0,32,1,4,2,3,39,4
28,265628,11,11,White,Female,0,0,40,0,4,4,6,39,5
34,173495,8,9,White,Male,0,0,40,0,4,0,14,39,1
29,177413,8,9,White,Male,0,0,40,1,4,2,7,39,4
39,31670,8,9,White,Male,0,0,65,0,4,2,5,39,4
49,154451,6,7,Black,Female,0,0,35,0,4,0,7,39,2
35,265535,12,10,Black,Male,0,0,50,1,4,2,3,23,4
31,118941,12,10,White,Female,0,0,20,0,4,0,8,39,5
18,214617,12,10,White,Male,0,0,30,0,4,4,6,39,5
47,265097,8,9,White,Male,4386,0,40,1,2,2,8,39,4
46,276087,8,9,White,Male,5013,0,50,0,4,2,12,39,4
43,124692,13,13,White,Male,0,0,40,1,4,2,12,39,4
51,306784,8,9,White,Male,4386,0,40,1,1,2,3,39,4
21,434102,12,10,White,Female,0,0,40,0,4,4,1,39,1
18,387641,12,10,White,Male,0,0,40,0,0,4,0,39,5
31,181824,13,13,White,Female,0,1902,35,1,7,2,10,39,3
39,177907,8,9,White,Male,0,1887,40,1,2,2,11,39,4
58,87329,6,7,White,Male,0,0,48,0,4,2,1,39,4
36,263130,14,14,White,Female,0,0,40,0,4,4,10,39,1
38,262882,8,9,White,Female,0,0,40,0,4,2,7,39,3
31,37546,13,13,White,Female,0,1902,35,1,4,2,4,39,3
19,27433,6,7,White,Male,0,0,40,0,4,4,6,39,1
38,393945,11,11,White,Female,0,0,36,0,4,0,13,39,1
26,173927,11,11,Other,Female,0,0,60,0,4,4,10,23,5
38,343403,10,12,White,Female,0,0,16,0,4,0,1,39,1
36,111128,12,10,White,Male,0,0,45,0,4,2,3,39,4
40,193882,8,9,White,Male,0,0,45,1,4,2,4,39,4
25,310864,13,13,Black,Male,0,0,40,0,4,4,13,0,1
41,128354,13,13,White,Female,0,0,25,1,4,2,13,39,3
33,113364,8,9,White,Male,0,0,45,0,4,4,12,39,1
63,198559,8,9,White,Male,0,0,16,0,0,2,0,39,4
51,136913,8,9,White,Male,0,0,40,0,4,2,7,39,4
34,115488,8,9,White,Male,0,0,40,0,4,2,12,39,4
33,154227,11,11,White,Male,0,0,40,0,4,0,12,39,1
25,279667,5,6,White,Male,0,0,45,0,4,2,3,39,4
30,281030,8,9,White,Male,0,0,66,0,6,4,12,39,2
19,283945,12,10,White,Male,0,0,25,0,4,4,1,39,5
47,454989,8,9,White,Female,0,0,40,1,4,2,4,39,3
26,391349,13,13,White,Female,0,0,40,0,4,4,1,39,1
21,166704,12,10,White,Female,0,0,14,0,7,4,8,39,5
36,151835,8,9,White,Male,0,0,60,1,4,2,8,39,4
60,199085,5,6,White,Male,0,0,40,0,4,2,7,39,4
28,61487,8,9,Black,Male,0,0,40,0,4,4,10,39,2
19,120251,8,9,White,Female,0,0,14,0,4,4,1,39,5
42,273230,13,13,White,Male,0,0,90,0,4,2,10,39,4
36,358373,8,9,Black,Female,0,0,36,0,4,5,7,39,1
35,267891,8,9,White,Female,0,0,38,0,4,2,8,39,3
22,234880,12,10,White,Female,0,0,25,0,4,4,1,39,5
54,48358,8,9,White,Male,0,0,40,1,4,2,3,39,4
36,96452,13,13,White,Male,0,0,45,0,4,2,10,39,4
55,204751,8,9,White,Male,0,0,65,0,4,2,14,39,4
57,375868,14,14,White,Male,0,0,40,0,4,2,1,39,4
