Name,Year_of_Release,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Platform,Genre
50 Cent: Blood on the Sand,2009.0,THQ,0.12,0.07,0.0,0.02,0.21,71.0,54.0,6.4,64.0,Swordfish Studios,M,28,8
Naruto: Clash of Ninja (JP sales),2003.0,Tomy Corporation,0.0,0.0,0.21,0.01,0.21,,,,,,,7,2
Journey,2012.0,Sony Computer Entertainment Europe,0.04,0.13,0.0,0.04,0.21,92.0,78.0,8.8,1381.0,ThatGameCompany,E,17,1
SingStar Pop Edition,2009.0,Sony Computer Entertainment,0.0,0.18,0.0,0.03,0.21,,,,,,,17,3
SBK X: Superbike World Championship,2010.0,Black Bean Games,0.05,0.12,0.0,0.04,0.21,73.0,4.0,7.5,4.0,Milestone S.r.l,E10+,17,6
Robotech: Battlecry,,Unknown,0.16,0.05,0.0,0.01,0.21,74.0,22.0,7.0,10.0,Vicious Cycle,T,29,8
NOëL: NOT DiGITAL,1996.0,Pioneer LDC,0.0,0.0,0.2,0.01,0.21,,,,,,,15,1
Dragon Ball Z Hyper Dimension,1995.0,Namco Bandai Games,0.0,0.0,0.21,0.0,0.21,,,,,,,23,2
Imagine: Boutique Owner,2009.0,Ubisoft,0.2,0.0,0.0,0.01,0.21,,,,,Creative Patterns,E,4,9
Dragon Ball: Fusions,2016.0,Namco Bandai Games,0.02,0.0,0.19,0.0,0.21,68.0,12.0,7.6,16.0,Ganbarion,T,2,7
Madden NFL 07,2006.0,Electronic Arts,0.2,0.0,0.0,0.02,0.21,70.0,9.0,6.5,10.0,Exient Entertainment,E,4,10
HBO Boxing,2000.0,Acclaim Entertainment,0.12,0.08,0.0,0.01,0.21,26.0,7.0,4.0,5.0,Osiris Studios,E,15,2
Hasbro Family Game Night 3,2010.0,Electronic Arts,0.17,0.03,0.0,0.02,0.21,,,,,,,28,3
Star Trek: The Game,2013.0,Namco Bandai Games,0.12,0.08,0.0,0.02,0.21,,,,,,,28,0
Bass Pro Shops: The Strike,2009.0,XS Games,0.2,0.0,0.0,0.02,0.21,63.0,4.0,5.8,5.0,Piranha Games,E,28,10
Darkwatch,2005.0,Ubisoft,0.16,0.05,0.0,0.01,0.21,75.0,43.0,8.1,21.0,High Moon Studios,M,29,8
Disgaea D2: A Brighter Darkness,2013.0,Nippon Ichi Software,0.09,0.0,0.1,0.02,0.21,74.0,37.0,8.1,61.0,Nippon Ichi Software,T,17,7
Front Mission 5: Scars of the War,2005.0,Square Enix,0.0,0.0,0.21,0.0,0.21,,,,,,,16,11
Maximo vs Army of Zin,2003.0,Capcom,0.1,0.08,0.0,0.03,0.21,83.0,46.0,7.8,13.0,Capcom,T,16,4
Bratz: Girlz Really Rock,2008.0,THQ,0.19,0.0,0.0,0.02,0.21,,,,,Blitz Games,E,26,0
The Fairly OddParents: Breakin' Da Rules,2003.0,THQ,0.16,0.04,0.0,0.01,0.21,,,,,,,7,4
Assassin's Creed Syndicate,2015.0,Ubisoft,0.11,0.09,0.0,0.02,0.21,74.0,14.0,5.9,544.0,Ubisoft Quebec,M,13,0
The Chronicles of Narnia: Prince Caspian,2008.0,Disney Interactive Studios,0.19,0.01,0.0,0.02,0.21,54.0,12.0,,,Fall Line Studio,E10+,4,0
Summoner 2,2002.0,THQ,0.1,0.08,0.0,0.03,0.21,76.0,20.0,8.3,22.0,Volition Inc.,T,16,7
The Land Before Time: Big Water Adventure,2002.0,TDK Mediactive,0.12,0.08,0.0,0.01,0.21,,,,,,,15,4
Move Fitness,,Sony Computer Entertainment,0.0,0.16,0.0,0.05,0.21,,,,,,,17,10
Order Up!,2008.0,Zoo Digital Publishing,0.19,0.01,0.0,0.02,0.21,,,,,,,26,3
Shadow of Destiny,2001.0,Konami Digital Entertainment,0.09,0.07,0.03,0.02,0.21,78.0,18.0,8.2,19.0,Konami,T,16,1
The Magic School Bus: Oceans,2011.0,Scholastic Inc.,0.2,0.0,0.0,0.02,0.21,,,,,CokeM Interactive,E,4,1
Valkyria Chronicles III: Unrecorded Chronicles,,Sega,0.0,0.0,0.21,0.0,0.21,,,,,Sega,,19,11
Ninja Gaiden: Dragon Sword,2008.0,Tecmo Koei,0.16,0.01,0.02,0.02,0.21,83.0,52.0,7.8,36.0,Team Ninja,T,4,0
Cabela's Deer Hunt: 2004 Season,2003.0,Activision Value,0.16,0.05,0.0,0.01,0.21,65.0,5.0,8.4,16.0,FUN Labs,T,29,10
Brunswick Pro Bowling,2007.0,505 Games,0.19,0.0,0.0,0.02,0.21,,,7.3,4.0,Point of View,E,19,10
Gex 3: Deep Cover Gecko,1999.0,Crave Entertainment,0.17,0.04,0.0,0.0,0.21,,,,,,,10,4
WinBack: Covert Operations,1999.0,Virgin Interactive,0.17,0.04,0.0,0.0,0.21,,,,,,,10,8
ClayFighter 63 1/3,1997.0,Interplay,0.17,0.04,0.0,0.0,0.21,,,,,,,10,2
Monopoly,1999.0,Hasbro Interactive,0.17,0.04,0.0,0.0,0.21,,,,,,,10,3
WCW Nitro,1998.0,THQ,0.17,0.04,0.0,0.0,0.21,,,,,,,10,2
Cruis'n Exotica,2000.0,Midway Games,0.17,0.04,0.0,0.0,0.21,,,,,,,10,6
World of Final Fantasy,2016.0,Square Enix,0.04,0.06,0.08,0.03,0.21,77.0,5.0,8.6,46.0,Square Enix,E10+,20,7
Danganronpa Another Episode: Ultra Despair Girls,2014.0,Nippon Ichi Software,0.06,0.01,0.12,0.02,0.21,72.0,35.0,8.4,77.0,Spike Chunsoft,M,20,0
Pro Evolution Soccer 2012,2011.0,Konami Digital Entertainment,0.08,0.08,0.03,0.02,0.21,79.0,9.0,7.0,12.0,Konami,E,26,0
The Legend of Spyro: The Eternal Night,2007.0,Vivendi Games,0.18,0.02,0.0,0.02,0.21,60.0,8.0,6.4,15.0,Krome Studios,E10+,26,4
Bastard!! Utsuro Naru Kamigami no Utsuwa,1996.0,Seta Corporation,0.0,0.0,0.2,0.01,0.21,,,,,,,15,7
DanceDanceRevolution II,,Konami Digital Entertainment,0.2,0.0,0.0,0.01,0.21,,,,,Konami,E10+,26,3
The Wolf Among Us,2014.0,Telltale Games,0.1,0.07,0.0,0.04,0.21,83.0,6.0,8.4,259.0,Telltale Games,M,18,1
Cursed Mountain,2009.0,Deep Silver,0.09,0.1,0.0,0.02,0.21,67.0,51.0,7.6,33.0,"Deep Silver, Sproing Interactive Media, Sproing",M,26,1
Now! That's What I Call Music: Dance & Sing,2011.0,Unknown,0.0,0.17,0.0,0.04,0.21,,,,,,,26,3
The King of Fighters '96,1996.0,SNK,0.0,0.0,0.21,0.0,0.21,,,,,,,21,2
Age of Empires: Mythologies,2008.0,THQ,0.16,0.03,0.0,0.02,0.21,78.0,28.0,6.9,20.0,Griptonite Games,E10+,4,11
SBK Superbike World Championship,2008.0,Black Bean Games,0.06,0.14,0.0,0.01,0.21,63.0,17.0,8.0,6.0,Milestone S.r.l,E10+,28,6
Bionicle,2003.0,Electronic Arts,0.16,0.04,0.0,0.01,0.21,47.0,5.0,4.2,5.0,Argonaut Games,E,7,0
Hidden Mysteries: Buckingham Palace,2010.0,Avanquest,0.13,0.06,0.0,0.02,0.21,,,,,Gunnar Games,E,4,5
Heroes of Ruin,2012.0,Nintendo,0.13,0.07,0.0,0.02,0.21,69.0,53.0,7.4,50.0,n-Space,T,2,7
State of Decay,2015.0,Microsoft Game Studios,0.14,0.05,0.0,0.02,0.21,,,,,,,30,11
A Boy and His Blob,2009.0,Majesco Entertainment,0.18,0.01,0.0,0.01,0.21,80.0,43.0,8.7,35.0,WayForward,E,26,4
Prince of Persia: Revelations,2005.0,Ubisoft,0.18,0.01,0.0,0.02,0.21,,,,,,,19,1
Angel Blade: Neo Tokyo Guardians,1997.0,On Demand,0.12,0.08,0.0,0.01,0.21,,,,,,,15,7
Threads of Fate,1999.0,SquareSoft,0.12,0.08,0.0,0.01,0.21,,,,,,,15,7
Baja: Edge of Control,2008.0,THQ,0.1,0.08,0.0,0.03,0.21,61.0,21.0,5.0,11.0,2XL Games,E,17,6
G.I. Joe: The Rise of Cobra,2009.0,Electronic Arts,0.11,0.07,0.0,0.03,0.21,43.0,32.0,4.8,13.0,Double Helix Games,T,17,0
PoPoLoCrois Monogatari II,2000.0,Sony Computer Entertainment,0.0,0.0,0.2,0.01,0.21,,,,,,,15,7
Famicom Mini: Ganbare Goemon! Karakuri Douchuu,2004.0,Konami Digital Entertainment,0.0,0.0,0.2,0.01,0.21,,,,,,,6,4
UFC Undisputed 2010,2010.0,THQ,0.11,0.06,0.0,0.04,0.21,74.0,27.0,7.0,13.0,Yuke's,T,19,2
World Series of Poker,2005.0,Activision,0.19,0.0,0.0,0.02,0.21,37.0,6.0,6.4,20.0,Activision,E10+,19,3
Rayman Raving Rabbids,2007.0,Ubisoft,0.18,0.01,0.0,0.02,0.21,67.0,16.0,7.3,19.0,Ubisoft Montpellier,E,28,3
Deus Ex: The Conspiracy,2002.0,Eidos Interactive,0.1,0.08,0.0,0.03,0.21,81.0,25.0,8.9,49.0,Ion Storm,M,16,0
Unreal II: The Awakening,2004.0,Atari,0.17,0.04,0.0,0.01,0.21,64.0,27.0,5.3,20.0,Tantalus Interactive,M,29,8
Rumble Racing,2001.0,Electronic Arts,0.1,0.08,0.0,0.03,0.21,85.0,17.0,8.2,9.0,Electronic Arts,E,16,6
Spider-Man: Web of Shadows,2008.0,Activision,0.1,0.08,0.0,0.03,0.21,69.0,4.0,4.1,16.0,"Treyarch, Shaba Games",E10+,16,0
Vampire Rain,2007.0,Microsoft Game Studios,0.18,0.0,0.01,0.01,0.21,38.0,45.0,2.9,44.0,Artoon,M,28,0
Batman Begins,2005.0,Electronic Arts,0.16,0.04,0.0,0.01,0.21,65.0,56.0,7.1,21.0,Eurocom Entertainment Software,T,29,0
NBA Live 15,2014.0,Electronic Arts,0.17,0.02,0.0,0.02,0.21,53.0,9.0,6.8,53.0,EA Sports,E,30,10
Yu-Gi-Oh! 5D's World Championship 2011: Over the Nexus,2011.0,Konami Digital Entertainment,0.1,0.03,0.07,0.01,0.21,,,,,,,4,11
J-League Winning Eleven 10 + Europa League 06-07,2006.0,Konami Digital Entertainment,0.0,0.0,0.21,0.0,0.21,,,,,,,16,10
Shrek: Reekin' Havoc,2003.0,TDK Mediactive,0.15,0.06,0.0,0.0,0.21,57.0,11.0,,,TOSE,E,6,4
Tales of Phantasia: Narikiri Dungeon X,2010.0,Namco Bandai Games,0.0,0.0,0.21,0.0,0.21,,,,,,,19,7
JSRF: Jet Set Radio Future,2002.0,Sega,0.13,0.04,0.03,0.01,0.21,88.0,36.0,8.2,102.0,Smilebit,T,29,0
NHL Hitz 20-02,2001.0,Midway Games,0.16,0.04,0.0,0.01,0.21,79.0,13.0,8.7,7.0,Midway,E,7,10
Way of the Samurai 3,2009.0,Gamebridge,0.12,0.05,0.02,0.02,0.21,55.0,22.0,6.8,16.0,Acquire,M,28,0
NCAA Football 2003,2002.0,Electronic Arts,0.16,0.04,0.0,0.01,0.21,91.0,11.0,8.1,9.0,EA Sports,E,7,10
Rollcage,1999.0,Psygnosis,0.12,0.08,0.0,0.01,0.21,,,,,,,15,6
Hitman: HD Trilogy,2013.0,Square Enix,0.07,0.09,0.0,0.04,0.21,71.0,20.0,7.6,46.0,Io Interactive,M,17,0
Marvel Super Hero Squad,2009.0,THQ,0.17,0.01,0.0,0.02,0.21,51.0,7.0,,,THQ,E10+,19,2
J Stars Victory Vs.,2014.0,Namco Bandai Games,0.0,0.03,0.17,0.01,0.21,74.0,5.0,7.9,29.0,Bandai Namco Games,T,20,2
de Blob 2,2011.0,THQ,0.11,0.07,0.0,0.03,0.21,74.0,50.0,7.1,34.0,Blue Tongue Entertainment,E10+,17,4
Champion Jockey: G1 Jockey & Gallop Racer,2011.0,Tecmo Koei,0.06,0.05,0.08,0.02,0.21,,,,,,,17,10
Greg Hastings Paintball 2,2010.0,Majesco Entertainment,0.19,0.0,0.0,0.01,0.21,,,8.3,7.0,Super X Studios,E10+,28,8
ESPN Winter X Games: Snowboarding 2002,2000.0,Konami Digital Entertainment,0.1,0.08,0.0,0.03,0.21,64.0,14.0,7.9,8.0,Konami,T,16,10
Final Fantasy Fables: Chocobo's Dungeon,2007.0,Square Enix,0.09,0.0,0.11,0.01,0.21,76.0,34.0,8.0,20.0,h.a.n.d. Inc.,E10+,26,7
Project: Snowblind,2005.0,Eidos Interactive,0.1,0.08,0.0,0.03,0.21,78.0,54.0,8.3,23.0,Crystal Dynamics,T,16,0
Prison Break: The Conspiracy,2010.0,Deep Silver,0.07,0.11,0.0,0.02,0.21,40.0,37.0,4.7,19.0,ZootFly,T,28,0
Super Robot Taisen K,2009.0,Namco Bandai Games,0.0,0.0,0.21,0.0,0.21,,,,,,,4,11
You Don't Know Jack,2011.0,THQ,0.19,0.0,0.0,0.01,0.21,81.0,5.0,7.7,6.0,"Jellyvision, Iron Galaxy Studios",T,26,3
Mortal Kombat: Special Forces,2000.0,Midway Games,0.12,0.08,0.0,0.01,0.21,28.0,7.0,2.4,17.0,Midway,M,15,2
Mega Man Legacy Collection,2016.0,Capcom,0.14,0.0,0.05,0.02,0.21,77.0,27.0,7.1,26.0,Digital Eclipse,E,2,4
The Last Airbender,2010.0,THQ,0.12,0.07,0.0,0.02,0.21,53.0,4.0,6.6,5.0,THQ,T,26,0
Tony Hawk's Motion,2008.0,Activision,0.19,0.0,0.0,0.02,0.21,39.0,11.0,,,Creat Studios,E,4,10
Disney's Planes,2013.0,Disney Interactive Studios,0.11,0.08,0.0,0.02,0.21,,,,,TOSE,E,4,9
NCAA March Madness 07,2007.0,Electronic Arts,0.19,0.0,0.0,0.02,0.21,67.0,33.0,7.1,15.0,EA Canada,E,28,10
StokEd,2009.0,Zushi Games,0.18,0.01,0.0,0.01,0.21,68.0,34.0,8.6,19.0,Bongfish,T,28,10
Shin Megami Tensei: Persona 3 (jp sales),2006.0,Tecmo Koei,0.0,0.0,0.21,0.0,0.21,,,,,,,16,7
Evil Dead: Regeneration,2005.0,THQ,0.1,0.08,0.0,0.03,0.21,68.0,26.0,8.5,8.0,Cranky Pants Games,M,16,0
Wacky Races: Crash & Dash,2008.0,Eidos Interactive,0.19,0.0,0.0,0.01,0.21,,,,,,,4,6
Defiance,2013.0,Trion Worlds,0.14,0.04,0.0,0.02,0.21,64.0,40.0,6.5,661.0,Trion Worlds,M,13,8
NHL 2003,2002.0,Electronic Arts,0.15,0.04,0.0,0.01,0.21,80.0,12.0,7.9,12.0,EA Sports,E,29,10
X-Men: Children of the Atom,1995.0,Acclaim Entertainment,0.0,0.0,0.21,0.0,0.21,,,,,,,21,2
Tiger Woods PGA Tour,2005.0,Electronic Arts,0.19,0.0,0.0,0.02,0.21,78.0,25.0,7.4,14.0,EA Canada,E,19,10
NHL 2K3,2002.0,Sega,0.1,0.08,0.0,0.03,0.21,89.0,25.0,7.8,17.0,Treyarch,E,16,10
Yarudora Series Vol. 2: Kisetsu wo Dakishimete,1998.0,Sony Computer Entertainment,0.0,0.0,0.19,0.01,0.21,,,,,,,15,1
NCAA Football 10,2009.0,Electronic Arts,0.19,0.0,0.0,0.02,0.21,,,,,EA Tiburon,E,19,10
Heisei Kyouiku linkai DS,2006.0,Namco Bandai Games,0.0,0.0,0.21,0.0,0.21,,,,,,,4,3
You Don't Know Jack,2011.0,THQ,0.19,0.0,0.0,0.01,0.21,82.0,23.0,7.9,29.0,"Jellyvision, Iron Galaxy Studios",T,28,3
The Naked Brothers Band: The Video Game,2008.0,THQ,0.19,0.0,0.0,0.01,0.21,,,,,,,26,3
SpongeBob SquarePants: Game Boy Advance Video Volume 3,2004.0,,0.15,0.05,0.0,0.0,0.21,,,,,,,6,3
Pro Yaky? Spirits 2010,2010.0,Konami Digital Entertainment,0.0,0.0,0.21,0.0,0.21,,,,,,,17,10
Final Fight One,2001.0,Ubisoft,0.09,0.03,0.08,0.0,0.21,82.0,16.0,7.8,8.0,Sun-Tec,E,6,2
Tony Hawk's Pro Skater 5,2015.0,Activision,0.09,0.08,0.0,0.03,0.21,32.0,43.0,1.5,427.0,Robomodo,T,18,10
MLB 10: The Show,2010.0,Sony Computer Entertainment,0.19,0.0,0.0,0.02,0.21,79.0,11.0,6.6,8.0,SCEA,E,19,10
Gallop Racer 2003: A New Breed,2002.0,Zoo Digital Publishing,0.04,0.03,0.12,0.01,0.21,68.0,16.0,8.5,15.0,Tecmo,E,16,10
Frogger 3D,2011.0,Konami Digital Entertainment,0.16,0.03,0.0,0.01,0.21,54.0,11.0,5.5,8.0,Alpha Unit,E,2,0
Blue Dragon Plus,2008.0,Ignition Entertainment,0.12,0.03,0.05,0.01,0.21,69.0,46.0,6.5,15.0,Brownie Brown,E,4,7
Outlaw Golf 2,2004.0,Global Star,0.15,0.04,0.0,0.01,0.21,74.0,41.0,,,Hypnotix,M,29,10
BeyBlade VForce: Super Tournament Battle,2002.0,Atari,0.16,0.04,0.0,0.01,0.21,33.0,6.0,7.5,18.0,Takara,E,7,0
Little Battlers eXperience: Baku Boost,2012.0,Nintendo,0.0,0.0,0.21,0.0,0.21,,,,,,,2,0
J-League Pro Soccer Club o Tsukurou! 7 Euro Plus,2011.0,Sega,0.0,0.0,0.21,0.0,0.21,,,,,,,19,10
Dead to Rights: Retribution,2010.0,Namco Bandai Games,0.11,0.08,0.0,0.02,0.21,61.0,64.0,7.0,34.0,Volatile Games,M,28,8
Bugs Bunny & Taz: Time Busters,2000.0,Infogrames,0.11,0.08,0.0,0.01,0.21,,,,,,,15,1
Discovery Kids: Pony Paradise,2009.0,505 Games,0.19,0.0,0.0,0.01,0.21,,,,,Gimagin Games,E,4,9
Jikkyou Powerful Pro Yakyuu 2012,2012.0,Konami Digital Entertainment,0.0,0.0,0.21,0.0,0.21,,,,,,,17,0
Dragon Ball Z: Sagas,2005.0,Atari,0.16,0.04,0.0,0.01,0.21,48.0,11.0,6.6,11.0,Avalanche Software,T,7,2
X2: Wolverine's Revenge,2003.0,Activision,0.15,0.04,0.0,0.01,0.21,58.0,27.0,6.4,9.0,GenePool,T,29,4
Power Rangers: Wild Force,2002.0,THQ,0.15,0.05,0.0,0.0,0.21,55.0,4.0,6.9,8.0,Natsume,E,6,0
Tenchu: Shadow Assassins,2008.0,Ubisoft,0.15,0.01,0.03,0.01,0.21,70.0,35.0,7.8,24.0,Acquire,M,26,0
Barbie: Groom and Glam Pups,2010.0,THQ,0.18,0.02,0.0,0.01,0.21,,,,,Game Machine Studios,E,26,0
Lost Planet 3,2013.0,Capcom,0.07,0.05,0.06,0.02,0.21,61.0,30.0,5.5,102.0,Spark Unlimited,T,17,8
Mary-Kate and Ashley: Girls Night Out,2002.0,Acclaim Entertainment,0.15,0.05,0.0,0.0,0.2,75.0,5.0,,,Powerhead Games,E,6,3
The King of Fighters '95,1995.0,SNK,0.0,0.0,0.2,0.0,0.2,,,,,,,12,2
Wedding Dash,2009.0,Zoo Games,0.19,0.0,0.0,0.01,0.2,,,,,Zoo Games,E,4,0
Beyblade G-Revolution,2004.0,Atari,0.15,0.05,0.0,0.0,0.2,40.0,5.0,7.8,5.0,Full Fat,E,6,0
Trade & Battle: Card Hero,2000.0,Nintendo,0.0,0.0,0.2,0.0,0.2,,,,,,,5,11
World Championship Cards,2008.0,Crave Entertainment,0.19,0.0,0.0,0.02,0.2,,,,,Crave,E,19,3
Capcom Fighting Evolution,2004.0,Capcom,0.1,0.08,0.0,0.03,0.2,57.0,33.0,4.8,5.0,Capcom,T,16,2
Assassin's Creed The Ezio Collection,2016.0,Ubisoft,0.04,0.13,0.0,0.03,0.2,72.0,32.0,7.4,49.0,Ubisoft Montreal,M,18,0
SD Gundam GNext,1995.0,Namco Bandai Games,0.0,0.0,0.2,0.0,0.2,,,,,,,23,11
God of War Collection,2014.0,Sony Computer Entertainment,0.08,0.06,0.01,0.05,0.2,73.0,28.0,7.4,133.0,"Sanzaru Games, Sanzaru Games, Inc.",M,20,0
Backyard NFL Football 2006,2005.0,Atari,0.1,0.08,0.0,0.03,0.2,,,,,,,16,10
NASCAR Heat 2002,2001.0,Infogrames,0.15,0.04,0.0,0.01,0.2,78.0,18.0,,,Monster Games Inc.,E,29,6
Sloane to MacHale no Nazo no Monogatari,2009.0,Level 5,0.0,0.0,0.2,0.0,0.2,,,,,,,4,5
Anarchy Reigns,2012.0,Sega,0.1,0.03,0.06,0.02,0.2,71.0,35.0,8.2,106.0,PlatinumGames,M,17,0
Mobile Suit Gundam: Crossfire,2006.0,Namco Bandai Games,0.06,0.0,0.14,0.01,0.2,33.0,31.0,5.1,47.0,Bec,T,17,9
Saints Row IV,2015.0,Deep Silver,0.1,0.09,0.0,0.02,0.2,,,,,,,30,0
Sengoku Basara 2 Heroes,2007.0,Capcom,0.0,0.0,0.2,0.0,0.2,,,,,,,16,0
Buzz! The Schools Quiz,2008.0,Sony Computer Entertainment,0.0,0.02,0.0,0.19,0.2,,,,,,,16,3
Suikoden Tactics,2005.0,Konami Digital Entertainment,0.06,0.05,0.07,0.02,0.2,68.0,31.0,8.6,17.0,Konami,T,16,11
NCAA March Madness 06,2005.0,Electronic Arts,0.15,0.04,0.0,0.01,0.2,76.0,21.0,7.2,5.0,EA Canada,E,29,10
Sniper: Ghost Warrior 2,2013.0,City Interactive,0.06,0.12,0.0,0.02,0.2,52.0,33.0,5.7,110.0,City Interactive,M,28,8
EVE Online,2003.0,CCP,0.0,0.19,0.0,0.01,0.2,69.0,22.0,7.5,280.0,CCP,T,13,7
Phantasy Star Online,2000.0,Sega,0.0,0.0,0.2,0.0,0.2,89.0,21.0,9.1,33.0,Sonic Team,T,3,7
Crazy Taxi 3: High Roller,2002.0,Sega,0.14,0.04,0.02,0.01,0.2,69.0,33.0,8.5,13.0,Hitmaker,T,29,6
Midnight Club 3: DUB Edition Remix,2006.0,Take-Two Interactive,0.15,0.04,0.0,0.01,0.2,87.0,16.0,5.3,18.0,Rockstar San Diego,E10+,29,6
International Superstar Soccer 2000,2000.0,Konami Digital Entertainment,0.0,0.0,0.2,0.0,0.2,,,,,,,16,10
CandyLand / Chutes & Ladders / Memory,2005.0,Zoo Digital Publishing,0.15,0.05,0.0,0.0,0.2,,,,,,,6,3
The Bible Game,2005.0,Crave Entertainment,0.1,0.08,0.0,0.03,0.2,,,5.4,22.0,Crave,E,16,3
Thrillville,2006.0,Atari,0.18,0.0,0.0,0.02,0.2,72.0,13.0,2.8,39.0,Frontier Developments,E10+,19,11
Drift King Shutokou Battle '94,1994.0,BPS,0.0,0.0,0.2,0.0,0.2,,,,,,,23,6
"Warhammer 40,000: Space Marine",2011.0,THQ,0.09,0.09,0.0,0.03,0.2,74.0,34.0,7.4,596.0,Relic,M,13,8
Shining Blade,2012.0,Sega,0.0,0.0,0.2,0.0,0.2,,,,,,,19,7
The Ultimate Red Ball Challenge,2009.0,Mindscape,0.0,0.19,0.0,0.01,0.2,,,,,,,26,3
The King of Fighters Collection: The Orochi Saga,2006.0,Ignition Entertainment,0.1,0.08,0.0,0.03,0.2,67.0,14.0,8.5,4.0,Terminal Reality,T,16,2
PBR: Out of the Chute,2008.0,Crave Entertainment,0.1,0.08,0.0,0.03,0.2,,,,,,,16,10
Jikkyou Powerful Pro Yakyuu 10 Chou Ketteiban: 2003 Memorial,2003.0,Konami Digital Entertainment,0.0,0.0,0.2,0.0,0.2,,,,,,,16,10
Valkyria Chronicles,2016.0,Sega,0.07,0.05,0.05,0.03,0.2,,,,,,,18,7
Disney's Planes,2013.0,Disney Interactive Studios,0.14,0.04,0.0,0.02,0.2,51.0,10.0,5.3,9.0,Behaviour Interactive,E,27,9
Saturday Night Speedway,2004.0,Play It,0.1,0.08,0.0,0.03,0.2,,,8.7,7.0,Ratbag,E,16,6
Bratz: Rock Angelz,2005.0,THQ,0.16,0.04,0.0,0.01,0.2,,,,,Blitz Games,E,7,3
Langrisser III,1996.0,NCS,0.0,0.0,0.2,0.0,0.2,,,,,,,21,11
Zombie Army Trilogy,2015.0,Rebellion Developments,0.05,0.12,0.0,0.03,0.2,62.0,26.0,6.8,88.0,Rebellion,,18,8
CSI: Deadly Intent,2009.0,Ubisoft,0.1,0.08,0.0,0.02,0.2,,,,,,,28,1
MLB SlugFest 20-03,2002.0,Midway Games,0.15,0.04,0.0,0.01,0.2,79.0,9.0,7.8,5.0,Gratuitous Games,E,29,10
Samurai Spirits (CD),1994.0,SNK,0.0,0.0,0.2,0.0,0.2,,,,,,,12,2
The Con,2005.0,Sony Computer Entertainment,0.18,0.0,0.0,0.02,0.2,63.0,37.0,7.3,16.0,"SCEA, Think and Feel",T,19,2
Pitfall: The Lost Expedition,2004.0,Activision,0.1,0.08,0.0,0.03,0.2,70.0,34.0,8.9,12.0,Edge of Reality,E,16,4
From TV Animation One Piece: Grand Battle! 3,2003.0,Namco Bandai Games,0.0,0.0,0.2,0.01,0.2,,,,,,,7,2
Need for Speed Carbon: Own the City,2006.0,Electronic Arts,0.17,0.01,0.0,0.02,0.2,70.0,6.0,7.5,15.0,Exient Entertainment,E,4,6
Deal or No Deal: The Banker is Back!,2008.0,Mindscape,0.0,0.2,0.0,0.0,0.2,,,,,,,4,3
Rocket Power: Zero Gravity Zone,2003.0,THQ,0.14,0.05,0.0,0.0,0.2,,,,,,,6,10
Enchanted Arms,2007.0,Ubisoft,0.17,0.01,0.0,0.02,0.2,64.0,23.0,5.9,40.0,From Software,T,17,7
Le Mans 24 Hours,2001.0,Infogrames,0.09,0.07,0.02,0.02,0.2,75.0,19.0,7.6,9.0,Atari,E,16,6
WipeOut 3 The Game,2012.0,Activision,0.18,0.0,0.0,0.02,0.2,,,,,,,2,0
The Witch and the Hundred Knight,2013.0,Nippon Ichi Software,0.07,0.02,0.1,0.02,0.2,53.0,44.0,7.5,80.0,Nippon Ichi Software,T,17,7
ESPN MLB Baseball,2004.0,Sega,0.1,0.08,0.0,0.03,0.2,,,,,,,16,10
All Star Pro-Wrestling,2000.0,SquareSoft,0.0,0.0,0.2,0.0,0.2,,,,,,,16,2
Dragon Ball Z: Harukanaru Densetsu,2007.0,Namco Bandai Games,0.19,0.0,0.0,0.02,0.2,57.0,16.0,6.2,10.0,Bec,E,4,7
Harvest Moon: More Friends of Mineral Town,2003.0,Ubisoft,0.14,0.05,0.0,0.0,0.2,82.0,8.0,9.2,40.0,TOSE,E,6,9
The Fairly Odd Parents: Shadow Showdown,2004.0,THQ,0.16,0.04,0.0,0.01,0.2,,,,,,,7,4
Story of Seasons: Good Friends of the Three Villages,2016.0,Marvelous Interactive,0.0,0.0,0.2,0.0,0.2,,,,,,,2,9
Mobile Suit Gundam Side Story II: Aoi o Uketsugu Mono,1996.0,Namco Bandai Games,0.0,0.0,0.2,0.0,0.2,,,,,,,21,8
Jillian Michaels' Fitness Adventure,2011.0,505 Games,0.17,0.02,0.0,0.01,0.2,,,,,"MicroProse, n-Space",E,28,3
Kurohyou 2: Ryu ga Gotoku Ashura Hen,2012.0,Sega,0.0,0.0,0.2,0.0,0.2,,,,,,,19,0
X2: Wolverine's Revenge,2003.0,Activision,0.14,0.05,0.0,0.0,0.2,72.0,8.0,7.2,5.0,Vicarious Visions,E,6,4
NBA 2K2,2002.0,Sega,0.15,0.04,0.0,0.01,0.2,90.0,17.0,7.6,5.0,Visual Concepts,E,29,10
Code of Princess,2012.0,Agatsuma Entertainment,0.16,0.0,0.03,0.01,0.2,67.0,38.0,7.6,73.0,Studio Saizensen,T,2,0
Major League Baseball 2K11,2011.0,Take-Two Interactive,0.15,0.03,0.0,0.02,0.2,72.0,13.0,6.3,9.0,Visual Concepts,E,17,10
7th Dragon 2020,2011.0,Sega,0.0,0.0,0.2,0.0,0.2,,,,,,,19,7
